Device Name,IP Detail,Region,Building Name,Offline Date Time,Status,Down Time (hours)
Building 8(64)_DVR,10.100.16.64,RJOC 10 A,Building 8,-,Online,-
Building 8(65)_DVR,10.100.16.65,RJOC 10 A,Building 8,-,Online,-
Building 8(67)_DVR,10.100.16.67,RJOC 10 A,Building 8,-,Online,-
Building 8(68)_DVR,10.100.16.68,RJOC 10 A,Building 8,-,Online,-
Building 8(69)_DVR,10.100.16.69,RJOC 10 A,Building 8,-,Online,-
Building 8(70)_DVR,10.100.16.70,RJOC 10 A,Building 8,-,Online,-
Building 8(71)_DVR,10.100.16.71,RJOC 10 A,Building 8,-,Online,-
Building 8(72)_DVR,10.100.16.72,RJOC 10 A,Building 8,-,Online,-
Building 8(73)_DVR,10.100.16.73,RJOC 10 A,Building 8,-,Online,-
Building 8(74)_DVR,10.100.16.74,RJOC 10 A,Building 8,-,Online,-
Building 8(75)_DVR,10.100.16.75,RJOC 10 A,Building 8,-,Online,-
Building 8(76)_DVR,10.100.16.76,RJOC 10 A,Building 8,-,Online,-
Building 8(77)_NVR,10.100.16.77,RJOC 10 A,Building 8,-,Online,-
Building 8(78)_DVR,10.100.16.78,RJOC 10 A,Building 8,-,Online,-
Building 9_21_DVR,10.100.64.21,RJOC 10 A,Building 9,-,Online,-
Building 9_22_DVR,10.100.64.22,RJOC 10 A,Building 9,-,Online,-
Building 9_23_DVR,10.100.64.23,RJOC 10 A,Building 9,-,Online,-
Building 9_24_DVR,10.100.64.24,RJOC 10 A,Building 9,-,Online,-
Building 9_25_DVR,10.100.64.25,RJOC 10 A,Building 9,-,Online,-
Building 9_26_DVR,10.100.64.26,RJOC 10 A,Building 9,-,Online,-
Building 9_27_DVR,10.100.64.27,RJOC 10 A,Building 9,-,Online,-
Building 9_28_DVR,10.100.64.28,RJOC 10 A,Building 9,-,Online,-
Building 9_29_DVR,10.100.64.29,RJOC 10 A,Building 9,-,Online,-
Building 9_30_DVR,10.100.64.30,RJOC 10 A,Building 9,-,Online,-
Building 9_31_DVR,10.100.64.31,RJOC 10 A,Building 9,-,Online,-
Building 9_32_DVR,10.100.64.32,RJOC 10 A,Building 9,-,Online,-
Building 9_33_DVR,10.100.64.33,RJOC 10 A,Building 9,-,Online,-
Building 9_34_DVR,10.100.64.34,RJOC 10 A,Building 9,-,Online,-
Building 9_35_DVR,10.100.64.35,RJOC 10 A,Building 9,-,Online,-
Building 9_36_DVR,10.100.64.36,RJOC 10 A,Building 9,-,Online,-
Building 9_37_DVR,10.100.64.37,RJOC 10 A,Building 9,-,Online,-
Building 9_38_DVR,10.100.64.38,RJOC 10 A,Building 9,-,Online,-
Building 9_39_DVR,10.100.64.39,RJOC 10 A,Building 9,-,Online,-
Building 9_40_DVR,10.100.64.40,RJOC 10 A,Building 9,-,Online,-
Building 9_41_DVR,10.100.64.41,RJOC 10 A,Building 9,-,Online,-
Building 9_42_DVR,10.100.64.42,RJOC 10 A,Building 9,-,Online,-
Building 9_43_DVR,10.100.64.43,RJOC 10 A,Building 9,-,Online,-
Building 9_44_DVR,10.100.64.44,RJOC 10 A,Building 9,-,Online,-
Building 9_45_DVR,10.100.64.45,RJOC 10 A,Building 9,-,Online,-
Building 9_46_DVR,10.100.64.46,RJOC 10 A,Building 9,-,Online,-
Building 9_47_DVR,10.100.64.47,RJOC 10 A,Building 9,-,Online,-
Building 9_48_DVR,10.100.64.48,RJOC 10 A,Building 9,-,Online,-
Building 9_49_DVR,10.100.64.49,RJOC 10 A,Building 9,-,Online,-
Building 9_50_DVR,10.100.64.50,RJOC 10 A,Building 9,-,Online,-
Building 9_51_DVR,10.100.64.51,RJOC 10 A,Building 9,-,Online,-
Building 9_52_DVR,10.100.64.52,RJOC 10 A,Building 9,-,Online,-
Building 9_53_DVR,10.100.64.53,RJOC 10 A,Building 9,-,Online,-
Building 9_54_DVR,10.100.64.54,RJOC 10 A,Building 9,-,Online,-
Building 9_55_DVR,10.100.64.55,RJOC 10 A,Building 9,-,Online,-
Building 9_56_DVR,10.100.64.56,RJOC 10 A,Building 9,-,Online,-
Building 9_57_DVR,10.100.64.57,RJOC 10 A,Building 9,-,Online,-
Building 9_58_DVR,10.100.64.58,RJOC 10 A,Building 9,-,Online,-
Building 9_59_DVR,10.100.64.59,RJOC 10 A,Building 9,-,Online,-
Building 9_60_DVR,10.100.64.60,RJOC 10 A,Building 9,-,Online,-
Building 9_61_DVR,10.100.64.61,RJOC 10 A,Building 9,-,Online,-
Building 9_62_DVR,10.100.64.62,RJOC 10 A,Building 9,-,Online,-
Building 9_63_DVR,10.100.64.63,RJOC 10 A,Building 9,-,Online,-
Building 9_64_DVR,10.100.64.64,RJOC 10 A,Building 9,-,Online,-
Building 9_65_DVR,10.100.64.65,RJOC 10 A,Building 9,-,Online,-
Building 9_66_DVR,10.100.64.66,RJOC 10 A,Building 9,-,Online,-
Building 9_67_DVR,10.100.64.67,RJOC 10 A,Building 9,"Mon, 20 Jan 2025 17:04:17 GMT",Offline,2257
Building 9_68_DVR,10.100.64.68,RJOC 10 A,Building 9,-,Online,-
Building 9_69_DVR,10.100.64.69,RJOC 10 A,Building 9,-,Online,-
Building 9_70_DVR,10.100.64.70,RJOC 10 A,Building 9,-,Online,-
Building 9_71_DVR,10.100.64.71,RJOC 10 A,Building 9,-,Online,-
Building 9_73_DVR,10.100.64.73,RJOC 10 A,Building 9,-,Online,-
Cyber Green_21,10.100.40.21,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_22_DVR,10.100.40.22,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_23_DVR,10.100.40.23,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_24_DVR,10.100.40.24,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_25_DVR,10.100.40.25,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_26_DVR,10.100.40.26,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_27_DVR,10.100.40.27,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_28_DVR,10.100.40.28,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_29_DVR,10.100.40.29,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_30_DVR,10.100.40.30,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_31_DVR,10.100.40.31,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_32_DVR,10.100.40.32,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_33_DVR,10.100.40.33,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_34_DVR,10.100.40.34,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_35_DVR,10.100.40.35,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_36_DVR,10.100.40.36,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_37_DVR,10.100.40.37,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_38_DVR,10.100.40.38,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_39_DVR,10.100.40.39,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_40_DVR,10.100.40.40,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_41_DVR,10.100.40.41,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_44_DVR,10.100.40.44,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_45_DVR,10.100.40.45,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_46_DVR,10.100.40.46,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_47_DVR,10.100.40.47,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_48_DVR,10.100.40.48,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_49_DVR,10.100.40.49,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_50_DVR,10.100.40.50,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_51_DVR,10.100.40.51,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_52_DVR,10.100.40.52,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_53_DVR,10.100.40.53,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_54_DVR,10.100.40.54,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_55_DVR,10.100.40.55,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_56_DVR,10.100.40.56,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_57_DVR,10.100.40.57,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_58_DVR,10.100.40.58,RJOC 10 A,Cyber Green,-,Online,-
Cyber Green_59_DVR,10.100.40.59,RJOC 10 A,Cyber Green,-,Online,-
Cyber Hub_NVR,10.100.2.35,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_36_DVR,10.100.2.36,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_37_DVR,10.100.2.37,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_38_DVR,10.100.2.38,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_39_DVR,10.100.2.39,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_41_DVR,10.100.2.41,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_42_DVR,10.100.2.42,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_43_DVR,10.100.2.43,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_44,10.100.2.44,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_45_DVR,10.100.2.45,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_46_DVR,10.100.2.46,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_47_DVR,10.100.2.47,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_48_DVR,10.100.2.48,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_49_DVR,10.100.2.49,RJOC 10 A,Cyber Hub,-,Online,-
DLF Cyber hub_50_DVR,10.100.2.50,RJOC 10 A,Cyber Hub,-,Online,-
Cyber Park_22_NVR,10.100.32.22,RJOC DT,Cyber Park,-,Online,-
Cyber Park_23_NVR,10.100.32.23,RJOC DT,Cyber Park,-,Online,-
Cyber Park_24_NVR,10.100.32.24,RJOC DT,Cyber Park,-,Online,-
Cyber Park_25_NVR,10.100.32.25,RJOC DT,Cyber Park,-,Online,-
Cyber Park_26_NVR,10.100.32.26,RJOC DT,Cyber Park,-,Online,-
Cyber Park_27_NVR,10.100.32.27,RJOC DT,Cyber Park,-,Online,-
Cyber Park_28_DVR_DVR,10.100.32.28,RJOC DT,Cyber Park,-,Online,-
Cyber Park_29_NVR,10.100.32.29,RJOC DT,Cyber Park,-,Online,-
Cyber Park_30_NVR,10.100.32.30,RJOC DT,Cyber Park,-,Online,-
Cyber Park_31_NVR,10.100.32.31,RJOC DT,Cyber Park,-,Online,-
Cyber Park_32_NVR,10.100.32.32,RJOC DT,Cyber Park,-,Online,-
Cyber Park_33_NVR,10.100.32.33,RJOC DT,Cyber Park,-,Online,-
Cyber Park_34_NVR,10.100.32.34,RJOC DT,Cyber Park,-,Online,-
Cyber Park_35_NVR,10.100.32.35,RJOC DT,Cyber Park,-,Online,-
Cyber Park_36_NVR,10.100.32.36,RJOC DT,Cyber Park,-,Online,-
Cyber Park_37_NVR,10.100.32.37,RJOC DT,Cyber Park,-,Online,-
Cyber Park_38_NVR,10.100.32.38,RJOC DT,Cyber Park,-,Online,-
Cyber Park_39_NVR,10.100.32.39,RJOC DT,Cyber Park,-,Online,-
Cyber Park_DVR,10.100.32.21,RJOC DT,Cyber Park,-,Online,-
DLF Forum_21_DVR,10.100.28.21,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_22_DVR,10.100.28.22,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_23_DVR,10.100.28.23,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_24_DVR,10.100.28.24,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_25_DVR,10.100.28.25,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_26_DVR,10.100.28.26,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_27_DVR,10.100.28.27,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_28_DVR,10.100.28.28,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_29_DVR,10.100.28.29,RJOC 10 A,DLF Forum,-,Online,-
DLF Forum_30_DVR,10.100.28.30,RJOC 10 A,DLF Forum,-,Online,-
DT Gurgaon_21_NVR,10.100.104.21,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_22_NVR,10.100.104.22,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_23_NVR,10.100.104.23,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_24_NVR,10.100.104.24,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_25_NVR,10.100.104.25,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_26_NVR,10.100.104.26,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_27_NVR,10.100.104.27,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_28_NVR,10.100.104.28,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_29_NVR,10.100.104.29,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_30_NVR,10.100.104.30,RJOC 10 A,DownTown,-,Online,-
DT Gurgaon_31_NVR,10.100.104.31,RJOC 10 A,DownTown,-,Online,-
Gateway tower(21)_DVR,10.100.24.21,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(22)_DVR,10.100.24.22,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(23)_DVR,10.100.24.23,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(24)_DVR,10.100.24.24,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(25)_DVR,10.100.24.25,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(26)_DVR,10.100.24.26,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(27)_DVR,10.100.24.27,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(28)_DVR,10.100.24.28,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(30),10.100.24.30,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower(31)_DVR,10.100.24.31,RJOC 10 A,GatewayTower,-,Online,-
Gateway tower12(30),10.100.24.30,RJOC 10 A,GatewayTower,-,Online,-
Infinity Tower_10_DVR,10.100.3.10,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_11_DVR,10.100.3.11,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_12_DVR,10.100.3.12,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_13_DVR,10.100.3.13,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_14_DVR,10.100.3.14,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_15_DVR,10.100.3.15,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_16_DVR,10.100.3.16,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_17_DVR,10.100.3.17,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_18_DVR,10.100.3.18,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_19_DVR,10.100.3.19,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_20_DVR,10.100.3.20,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_21_DVR,10.100.3.21,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_22_DVR,10.100.3.22,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_23_DVR,10.100.3.23,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_24_DVR,10.100.3.24,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_25_DVR,10.100.3.25,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_26_DVR,10.100.3.26,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_27_DVR,10.100.3.27,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_28_DVR,10.100.3.28,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_29_DVR,10.100.3.29,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_3_NVR,10.100.3.3,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_3_NVR,10.100.3.3,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_30_DVR,10.100.3.30,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_31_DVR,10.100.3.31,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_32_DVR,10.100.3.32,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_33_DVR,10.100.3.33,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_34_DVR,10.100.3.34,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_35_DVR,10.100.3.35,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_36,10.100.3.36,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_37_DVR,10.100.3.37,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_38_DVR,10.100.3.38,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_39_DVR,10.100.3.39,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_4_DVR,10.100.3.4,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_40_DVR,10.100.3.40,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_41_DVR,10.100.3.41,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_42_DVR,10.100.3.42,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_43_DVR,10.100.3.43,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_44_DVR,10.100.3.44,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_45_DVR,10.100.3.45,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_46_DVR,10.100.3.46,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_47_DVR,10.100.3.47,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_48_DVR,10.100.3.48,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_49_DVR,10.100.3.49,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_5_DVR,10.100.3.5,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_50,10.100.3.50,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_6_DVR,10.100.3.6,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_7_DVR,10.100.3.7,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_8_DVR,10.100.3.8,RJOC 10 A,Infinity,-,Online,-
Infinity Tower_9_DVR,10.100.3.9,RJOC 10 A,Infinity,-,Online,-
Infinity_02_NVR ,10.100.3.2,RJOC 10 A,Infinity,-,Online,-
